,researchExp,toeflScore,GRE_Total,CGPA,University
5103,0.0,102.0,313,8.25,University of Illinois at Chicago
5104,0.0,104.0,312,8.875,University of Illinois at Chicago
5105,0.0,97.0,309,7.75,University of Illinois at Chicago
5106,0.0,111.0,322,7.375,University of Illinois at Chicago
5107,0.0,114.0,322,9.6,University of Illinois at Chicago
5108,0.0,114.0,318,7.675,University of Illinois at Chicago
5109,0.0,104.21251509054326,316,8.25,University of Illinois at Chicago
5110,0.0,103.0,318,8.875,University of Illinois at Chicago
5111,0.0,111.0,317,8.25,University of Illinois at Chicago
5112,0.0,102.0,316,7.125,University of Illinois at Chicago
5113,0.0,95.0,306,7.375,University of Illinois at Chicago
5114,0.0,91.0,314,8.0,University of Illinois at Chicago
5115,0.0,102.0,314,7.0,University of Illinois at Chicago
5116,0.0,102.0,315,9.05,University of Illinois at Chicago
5117,0.0,99.0,305,8.4,University of Illinois at Chicago
5118,0.0,107.0,310,7.75,University of Illinois at Chicago
5119,0.0,101.0,318,9.125,University of Illinois at Chicago
5120,0.0,98.0,314,8.325,University of Illinois at Chicago
5121,0.0,99.0,315,7.925,University of Illinois at Chicago
5122,0.0,106.0,312,8.95,University of Illinois at Chicago
5123,0.0,100.0,311,9.05,University of Illinois at Chicago
5124,0.0,112.0,318,9.675,University of Illinois at Chicago
5125,0.0,115.0,327,8.0,University of Illinois at Chicago
5126,0.0,104.21251509054326,318,7.375,University of Illinois at Chicago
5127,0.0,95.0,316,8.149999999999999,University of Illinois at Chicago
5128,0.0,112.0,330,8.725000000000001,University of Illinois at Chicago
5129,0.0,106.0,316,7.75,University of Illinois at Chicago
5130,0.0,103.0,317,8.325,University of Illinois at Chicago
5131,0.0,101.0,316,8.149999999999999,University of Illinois at Chicago
5132,0.0,115.0,321,7.375,University of Illinois at Chicago
5133,0.0,108.0,315,8.4,University of Illinois at Chicago
5134,0.0,104.0,314,8.0,University of Illinois at Chicago
5135,0.0,104.21251509054326,315,7.5,University of Illinois at Chicago
5136,0.0,96.0,310,8.25,University of Illinois at Chicago
5137,0.0,111.0,310,9.05,University of Illinois at Chicago
5138,0.0,104.21251509054326,311,7.925,University of Illinois at Chicago
5139,0.0,92.0,309,8.4,University of Illinois at Chicago
5140,0.0,111.0,320,6.625,University of Illinois at Chicago
5141,0.0,106.0,308,8.55,University of Illinois at Chicago
5142,0.0,96.0,312,7.75,University of Illinois at Chicago
5143,0.0,97.0,321,8.149999999999999,University of Illinois at Chicago
5144,0.0,102.0,314,8.0,University of Illinois at Chicago
5145,0.0,111.0,315,8.875,University of Illinois at Chicago
5146,0.0,102.0,308,7.25,University of Illinois at Chicago
5147,0.0,108.0,308,8.75,University of Illinois at Chicago
5148,0.0,104.0,316,6.5,University of Illinois at Chicago
5149,0.0,95.0,314,9.05,University of Illinois at Chicago
5150,0.0,96.0,310,8.325,University of Illinois at Chicago
5151,0.0,105.0,312,7.25,University of Illinois at Chicago
5152,0.0,112.0,308,8.0,University of Illinois at Chicago
5153,0.0,107.0,316,8.65,University of Illinois at Chicago
5154,0.0,109.0,308,8.8,University of Illinois at Chicago
5155,0.0,108.0,308,7.75,University of Illinois at Chicago
5156,0.0,97.0,314,8.25,University of Illinois at Chicago
5157,0.0,98.0,315,7.0,University of Illinois at Chicago
5158,0.0,100.0,307,8.149999999999999,University of Illinois at Chicago
5159,3.0,101.0,314,7.75,University of Illinois at Chicago
5160,0.0,104.21251509054326,316,7.675,University of Illinois at Chicago
5161,0.0,108.0,315,6.75,University of Illinois at Chicago
5162,0.0,102.0,314,7.925,University of Illinois at Chicago
5163,0.0,108.0,320,8.075,University of Illinois at Chicago
5164,0.0,101.0,317,7.675,University of Illinois at Chicago
5165,0.0,96.0,314,8.25,University of Illinois at Chicago
5166,0.0,93.0,311,8.4,University of Illinois at Chicago
5167,0.0,113.0,316,8.725000000000001,University of Illinois at Chicago
5168,0.0,107.0,308,7.75,University of Illinois at Chicago
5169,0.0,110.0,315,9.125,University of Illinois at Chicago
5170,0.0,115.0,313,8.075,University of Illinois at Chicago
5171,0.0,8.0,313,8.65,University of Illinois at Chicago
5172,0.0,96.0,314,8.475,University of Illinois at Chicago
5173,0.0,102.0,308,8.65,University of Illinois at Chicago
5174,0.0,104.0,311,7.675,University of Illinois at Chicago
5175,0.0,104.0,309,8.475,University of Illinois at Chicago
5176,0.0,104.0,320,8.075,University of Illinois at Chicago
5177,0.0,100.0,308,9.5,University of Illinois at Chicago
5178,0.0,110.0,308,8.325,University of Illinois at Chicago
5179,0.0,99.0,319,8.325,University of Illinois at Chicago
5180,0.0,104.0,313,7.5,University of Florida
5181,0.0,104.0,310,8.55,University of Florida
5182,0.0,105.0,323,8.325,University of Florida
5183,0.0,100.0,317,9.350000000000001,University of Florida
5184,0.0,104.21251509054326,318,8.725000000000001,University of Florida
5185,0.0,107.0,321,8.475,University of Florida
5186,0.0,104.21251509054326,310,8.149999999999999,University of Florida
5187,0.0,102.0,319,7.375,University of Florida
5188,0.0,113.0,319,7.675,University of Florida
5189,0.0,110.0,319,8.25,University of Florida
5190,0.0,95.0,314,9.350000000000001,University of Florida
5191,0.0,116.0,323,9.05,University of Florida
5192,0.0,108.0,315,8.875,University of Florida
5193,0.0,97.0,308,7.75,University of Florida
5194,0.0,114.0,319,8.075,University of Florida
5195,0.0,106.0,317,8.149999999999999,University of Florida
5196,0.0,113.0,317,7.925,University of Florida
5197,0.0,114.0,321,7.675,University of Florida
5198,0.0,114.0,322,8.4,University of Florida
5199,0.0,116.0,320,9.350000000000001,University of Florida
5200,0.0,103.0,318,7.75,University of Florida
5201,6.0,110.0,322,8.4,University of Florida
5202,0.0,95.0,310,7.125,University of Florida
5203,0.0,99.0,317,9.275,University of Florida
5204,0.0,106.0,317,9.0,University of Florida
5205,0.0,109.0,322,8.149999999999999,University of Florida
5206,0.0,108.0,322,8.55,University of Florida
5207,0.0,104.21251509054326,319,8.65,University of Florida
5208,0.0,102.0,318,8.725000000000001,University of Florida
5209,0.0,108.0,321,7.675,University of Florida
5210,0.0,117.0,312,7.6,University of Florida
5211,0.0,113.0,317,8.55,University of Florida
5212,0.0,113.0,318,7.8500000000000005,University of Florida
5213,0.0,105.0,315,8.149999999999999,University of Florida
5214,0.0,104.21251509054326,315,8.149999999999999,University of Florida
5215,0.0,87.0,320,7.5,University of Florida
5216,0.0,105.0,317,8.325,University of Florida
5217,0.0,95.0,303,5.75,University of Florida
5218,0.0,107.0,322,8.8,University of Florida
5219,0.0,112.0,321,7.8500000000000005,University of Florida
5220,0.0,108.0,320,8.55,University of Florida
5221,0.0,105.0,323,8.4,University of Florida
5222,0.0,106.0,320,7.8500000000000005,University of Florida
5223,0.0,111.0,318,8.325,University of Florida
5224,0.0,98.0,302,8.0,University of Florida
5225,0.0,101.0,312,6.125,University of Florida
5226,0.0,104.0,322,7.6,University of Florida
5227,0.0,104.21251509054326,321,8.875,University of Florida
5228,0.0,108.0,328,8.0,University of Florida
5229,0.0,111.0,320,8.55,University of Florida
5230,0.0,110.0,324,8.55,University of Florida
5231,0.0,110.0,317,8.475,University of Florida
5232,0.0,94.0,312,7.5,University of Florida
5233,0.0,98.0,308,7.75,University of Florida
5234,0.0,114.0,321,8.4,University of Florida
5235,0.0,112.0,312,8.55,University of Florida
5236,0.0,104.21251509054326,321,7.8500000000000005,University of Florida
5237,0.0,111.0,320,7.675,University of Florida
5238,0.0,112.0,321,9.125,University of Florida
5239,0.0,94.0,307,8.25,University of Florida
5240,0.0,105.0,324,6.875,University of Florida
5241,0.0,101.0,311,8.075,University of Florida
5242,0.0,108.0,319,8.4,University of Florida
5243,0.0,101.0,322,8.95,University of Florida
5244,0.0,111.0,313,9.05,University of Florida
5245,0.0,108.0,326,8.25,University of Florida
5246,0.0,109.0,306,6.625,University of Florida
5247,0.0,108.0,319,7.675,University of Florida
5248,0.0,111.0,318,7.6,University of Florida
5249,0.0,107.0,306,8.8,University of Florida
5250,0.0,104.21251509054326,321,8.55,University of Florida
5251,0.0,107.0,316,9.125,University of Florida
5252,0.0,111.0,315,9.05,University of Florida
5253,0.0,103.0,312,7.5,University of Florida
5254,0.0,108.0,319,8.875,University of Florida
5255,0.0,107.0,312,7.25,University of Florida
5256,0.0,104.21251509054326,322,8.475,University of Florida
5257,0.0,111.0,325,8.25,University of Florida
5258,0.0,104.21251509054326,320,8.149999999999999,University of Florida
5259,0.0,110.0,320,8.95,University of Florida
5260,0.0,115.0,320,8.475,University of Florida
5261,0.0,104.0,312,8.325,University of Florida
5262,0.0,117.0,324,8.325,University of Florida
5263,0.0,110.0,318,7.75,University of Florida
5264,0.0,110.0,312,9.125,University of Florida
5265,0.0,104.21251509054326,316,9.275,University of Florida
5266,0.0,104.21251509054326,315,7.0,University of Florida
5267,0.0,105.0,314,8.95,University of Florida
5268,0.0,112.0,328,8.55,University of Florida
5269,0.0,84.0,303,6.75,University of Florida
5270,0.0,117.0,324,8.95,University of Florida
5271,0.0,104.21251509054326,320,8.475,University of Florida
5272,0.0,111.0,325,7.0,University of Florida
5273,0.0,98.0,314,8.25,University of Florida
5274,0.0,105.0,315,8.0,University of Florida
5275,0.0,106.0,318,8.8,University of Florida
5276,0.0,109.0,319,8.65,University of Florida
5277,0.0,110.0,322,7.25,University of Florida
5278,0.0,104.0,317,7.25,University of Florida
5279,0.0,105.0,321,8.725000000000001,University of Florida
5280,0.0,109.0,321,7.125,University of Florida
5281,0.0,105.0,309,9.05,University of Florida
5282,0.0,108.0,317,8.55,University of Florida
5283,0.0,94.0,315,8.4,University of Florida
5284,0.0,109.0,319,8.55,University of Florida
5285,0.0,98.0,314,8.95,University of Florida
5286,0.0,105.0,321,8.149999999999999,University of Florida
5287,0.0,91.0,299,8.55,University of Florida
5288,0.0,81.0,310,7.375,University of Florida
5289,0.0,104.0,315,8.149999999999999,University of Florida
5290,0.0,115.0,326,8.149999999999999,University of Florida
5291,0.0,105.0,309,7.75,University of Florida
5292,0.0,107.0,312,6.75,University of Florida
5293,0.0,114.0,322,8.725000000000001,University of Florida
5294,0.0,107.0,316,7.675,University of Florida
5295,0.0,104.21251509054326,315,8.8,University of Florida
5296,0.0,100.0,320,8.075,University of Florida
5297,0.0,98.0,310,8.0,University of Florida
5298,0.0,99.0,324,7.8500000000000005,University of Florida
5299,0.0,110.0,323,7.675,University of Florida
5300,0.0,93.0,312,8.8,University of Florida
5301,0.0,118.0,328,8.325,University of Florida
5302,0.0,104.21251509054326,316,6.375,University of Florida
5303,0.0,104.0,314,8.4,University of Florida
5304,0.0,101.0,308,8.55,University of Florida
5305,0.0,106.0,317,9.525,University of Florida
5306,0.0,98.0,312,7.675,University of Florida
5307,0.0,111.0,316,8.149999999999999,University of Florida
5308,0.0,90.0,311,8.875,University of Florida
5309,0.0,98.0,310,7.925,University of Florida
5310,0.0,117.0,319,7.5,University of Florida
5311,0.0,8.0,321,7.675,University of Florida
5312,0.0,113.0,329,7.675,University of Florida
5313,0.0,98.0,314,8.55,University of Florida
5314,0.0,112.0,324,9.85,University of Florida
5315,0.0,104.21251509054326,316,9.45,University of Florida
5316,0.0,118.0,336,8.95,University of Florida
5317,0.0,109.0,317,8.725000000000001,University of Florida
5318,0.0,105.0,303,7.5,University of Florida
5319,0.0,108.0,303,8.25,University of Florida
5320,0.0,101.0,309,8.8,University of Florida
5321,0.0,103.0,318,7.8500000000000005,University of Florida
5322,0.0,104.21251509054326,299,8.075,University of Florida
5323,0.0,107.0,321,7.125,University of Florida
5324,0.0,110.0,317,8.8,University of Florida
5325,0.0,98.0,303,6.625,University of Florida
5326,0.0,112.0,320,9.200000000000001,University of Florida
5327,0.0,100.0,313,8.95,University of Florida
5328,10.0,116.0,325,6.625,University of Florida
5329,0.0,109.0,317,10.0,University of Florida
5330,0.0,109.0,308,8.4,University of Florida
5331,0.0,105.0,312,7.125,University of Florida
5332,0.0,101.0,313,8.8,University of Florida
5333,0.0,104.0,318,8.0,University of Florida
5334,0.0,110.0,326,8.25,University of Florida
5335,0.0,102.0,318,8.8,University of Florida
5336,0.0,115.0,319,8.25,University of Florida
5337,0.0,111.0,322,9.0,University of Florida
5338,0.0,119.0,328,8.4,University of Florida
5339,0.0,102.0,317,7.75,University of Florida
5340,0.0,110.0,320,8.149999999999999,University of Florida
5341,0.0,104.21251509054326,327,8.8,University of Florida
5342,0.0,112.0,323,9.45,University of Florida
5343,0.0,101.0,322,8.25,University of Florida
5344,0.0,108.0,319,8.65,University of Florida
5345,0.0,97.0,309,8.875,University of Florida
5346,0.0,100.0,309,6.5,University of Florida
5347,0.0,114.0,318,9.05,University of Florida
5348,0.0,109.0,318,9.05,University of Florida
5349,0.0,100.0,319,9.275,University of Florida
5350,0.0,112.0,330,8.875,University of Florida
5351,0.0,105.0,313,7.8500000000000005,University of Florida
5352,0.0,92.0,311,9.05,University of Florida
5353,0.0,99.0,307,7.675,University of Florida
5354,0.0,106.0,318,8.075,University of Florida
5355,0.0,106.0,318,7.375,University of Florida
5356,0.0,114.0,326,8.0,University of Florida
5357,0.0,107.0,318,8.875,University of Florida
5358,0.0,114.0,318,7.925,University of Florida
5359,0.0,103.0,314,7.75,University of Florida
5360,0.0,97.0,318,8.55,University of Florida
5361,0.0,112.0,318,9.200000000000001,University of Florida
5362,0.0,110.0,327,7.8500000000000005,University of Florida
5363,0.0,109.0,314,8.725000000000001,University of Florida
5364,0.0,102.0,316,8.95,University of Florida
5365,0.0,110.0,315,8.95,University of Florida
5366,0.0,104.21251509054326,316,7.8500000000000005,University of Florida
5367,0.0,97.0,308,7.925,University of Florida
5368,0.0,110.0,318,9.125,University of Florida
5369,0.0,97.0,310,8.725000000000001,University of Florida
5370,0.0,111.0,317,8.8,University of Florida
5371,0.0,105.0,308,6.5,University of Florida
5372,0.0,103.0,309,8.875,University of Florida
5373,0.0,90.0,323,8.475,University of Florida
5374,0.0,97.0,311,8.4,University of Florida
5375,0.0,110.0,318,7.925,University of Florida
5376,0.0,114.0,316,9.45,University of Florida
5377,0.0,115.0,319,7.0,University of Florida
5378,0.0,7.0,308,7.75,University of Florida
5379,0.0,107.0,325,8.725000000000001,University of Florida
5380,0.0,116.0,338,6.375,University of Florida
5381,0.0,110.0,319,9.200000000000001,University of Florida
5382,0.0,110.0,315,7.6,University of Florida
5383,0.0,117.0,325,8.875,University of Florida
5384,0.0,103.0,325,8.55,University of Florida
5385,0.0,110.0,324,8.25,University of Florida
5386,0.0,101.0,314,7.6,University of Florida
5387,0.0,99.0,310,8.325,University of Florida
5388,24.0,110.0,309,7.5,University of Florida
5389,0.0,82.0,314,7.125,University of Florida
5390,0.0,112.0,314,9.05,University of Florida
5391,0.0,107.0,318,8.25,University of Florida
5392,0.0,117.0,318,8.0,University of Florida
5393,0.0,102.0,314,6.125,University of Florida
5394,0.0,113.0,315,8.4,University of Florida
5395,0.0,104.21251509054326,317,8.4,University of Florida
5396,0.0,101.0,296,7.375,University of Florida
5397,0.0,110.0,326,6.625,University of Florida
5398,0.0,101.0,313,8.0,University of Florida
5399,0.0,112.0,319,8.725000000000001,University of Florida
5400,0.0,102.0,311,9.05,University of Florida
5401,0.0,99.0,298,7.925,University of Florida
5402,0.0,98.0,317,9.275,University of Florida
5403,0.0,110.0,313,8.65,University of Florida
5404,0.0,112.0,318,9.125,University of Florida
5405,0.0,102.0,316,8.725000000000001,University of Florida
5406,0.0,109.0,316,9.350000000000001,University of Florida
5407,0.0,104.21251509054326,323,8.65,University of Florida
5408,0.0,112.0,317,7.675,University of Florida
5409,0.0,90.0,306,6.75,University of Florida
5410,0.0,103.0,321,7.6,University of Florida
5411,0.0,103.0,323,8.075,University of Florida
5412,0.0,109.0,322,9.525,University of Florida
5413,0.0,104.21251509054326,314,8.55,University of Florida
5414,0.0,100.0,309,8.325,University of Florida
5415,0.0,104.21251509054326,330,7.375,University of Florida
5416,0.0,108.0,317,8.325,University of Florida
5417,0.0,113.0,314,6.75,University of Florida
5418,0.0,104.21251509054326,320,8.075,University of Florida
5419,0.0,110.0,320,8.075,University of Florida
5420,0.0,98.0,316,7.925,University of Florida
5421,0.0,113.0,324,7.5,University of Florida
5422,0.0,96.0,305,7.375,University of Florida
5423,0.0,110.0,321,8.55,University of Florida
5424,0.0,112.0,317,8.149999999999999,University of Florida
5425,0.0,110.0,311,8.325,University of Florida
5426,0.0,100.0,313,9.350000000000001,University of Florida
5427,0.0,108.0,319,8.65,University of Florida
5428,0.0,105.0,310,8.8,University of Florida
5429,0.0,102.0,308,8.65,University of Florida
5430,0.0,85.0,307,7.25,University of Florida
5431,0.0,109.0,304,9.125,University of Florida
5432,0.0,94.0,314,8.725000000000001,University of Florida
5433,0.0,105.0,323,9.125,University of Florida
5434,0.0,112.0,314,8.725000000000001,University of Florida
5435,0.0,111.0,323,8.149999999999999,University of Florida
5436,0.0,117.0,329,9.200000000000001,University of Florida
5437,0.0,108.0,314,8.075,University of Florida
5438,0.0,105.0,318,9.45,University of Florida
5439,0.0,99.0,311,7.0,University of Florida
5440,0.0,109.0,316,9.275,University of Florida
5441,0.0,105.0,311,7.375,University of Florida
5442,6.0,101.0,316,8.25,University of Florida
5443,0.0,99.0,313,8.725000000000001,University of Florida
5444,0.0,112.0,331,7.5,University of Florida
5445,0.0,110.0,314,9.05,University of Florida
5446,0.0,91.0,296,8.65,University of Florida
5447,0.0,106.0,314,8.725000000000001,University of Florida
5448,0.0,111.0,322,7.6,University of Florida
5449,0.0,96.0,299,8.25,University of Florida
5450,0.0,104.21251509054326,322,8.8,University of Florida
5451,0.0,109.0,320,7.8500000000000005,University of Florida
5452,0.0,92.0,313,7.25,University of Florida
5453,0.0,111.0,325,8.475,University of Florida
5454,0.0,103.0,319,7.75,University of Florida
5455,0.0,104.21251509054326,316,8.725000000000001,University of Florida
5456,3.0,102.0,324,7.5,University of Florida
5457,0.0,108.0,313,9.275,University of Florida
5458,0.0,113.0,327,9.200000000000001,University of Florida
5459,0.0,93.0,315,8.325,University of Florida
5460,0.0,108.0,319,8.4,University of Florida
5461,12.0,109.0,321,7.675,University of Florida
5462,0.0,117.0,319,7.5,University of Florida
5463,0.0,81.0,299,9.125,University of Florida
5464,0.0,106.0,316,7.8500000000000005,University of Florida
5465,0.0,110.0,313,7.0,University of Florida
5466,0.0,110.0,322,7.5,University of Florida
5467,0.0,90.0,323,8.475,University of Florida
5468,0.0,98.0,315,8.475,University of Florida
5469,0.0,9.0,322,8.875,University of Florida
5470,0.0,119.0,330,8.25,University of Florida
5471,0.0,113.0,318,8.725000000000001,University of Florida
5472,0.0,93.0,309,6.25,University of Florida
5473,0.0,111.0,316,8.875,University of Florida
5474,0.0,116.0,325,8.95,University of Florida
5475,0.0,104.21251509054326,319,8.0,University of Florida
5476,0.0,109.0,309,7.675,University of Florida
5477,0.0,112.0,312,8.875,University of Florida
5478,0.0,101.0,317,8.4,University of Florida
5479,0.0,92.0,307,8.725000000000001,University of Florida
5480,0.0,106.0,306,7.375,University of Florida
5481,0.0,116.0,325,9.350000000000001,University of Florida
5482,0.0,117.0,318,9.125,University of Florida
5483,0.0,118.0,327,8.4,University of Florida
5484,0.0,108.0,316,8.95,University of Florida
5485,0.0,109.0,317,8.149999999999999,University of Florida
5486,0.0,104.21251509054326,321,8.4,University of Florida
5487,0.0,111.0,312,8.65,University of Florida
5488,0.0,108.0,305,9.75,University of Florida
5489,0.0,104.0,313,9.200000000000001,University of Florida
5490,0.0,109.0,330,9.525,University of Florida
5491,0.0,107.0,308,8.4,University of Florida
5492,0.0,101.0,319,9.05,University of Florida
5493,24.0,110.0,316,9.275,University of Florida
5494,0.0,106.0,318,7.925,University of Florida
5495,0.0,103.0,314,8.8,University of Florida
5496,0.0,108.0,308,7.5,University of Florida
5497,0.0,108.0,319,7.675,University of Florida
5498,0.0,96.0,300,8.325,University of Florida
5499,0.0,85.0,302,6.75,University of Florida
5500,0.0,104.21251509054326,320,8.95,University of Florida
5501,0.0,102.0,318,8.725000000000001,University of Florida
5502,0.0,112.0,323,8.8,University of Florida
5503,0.0,105.0,311,7.25,University of Florida
5504,0.0,113.0,322,8.875,University of Florida
5505,0.0,109.0,315,8.0,University of Florida
5506,0.0,101.0,306,8.149999999999999,University of Florida
5507,0.0,105.0,309,8.149999999999999,University of Florida
5508,0.0,113.0,322,8.65,University of Florida
5509,0.0,91.0,306,7.75,University of Florida
5510,0.0,95.0,304,6.625,University of Florida
5511,0.0,105.0,317,8.325,University of Florida
5512,0.0,117.0,317,8.95,University of Florida
5513,0.0,105.0,323,8.25,University of Florida
5514,0.0,93.0,314,8.8,University of Florida
5515,0.0,111.0,326,7.75,University of Florida
5516,0.0,104.21251509054326,304,8.325,University of Florida
5517,0.0,97.0,316,8.95,University of Florida
5518,0.0,94.0,307,7.0,University of Florida
5519,0.0,91.0,315,8.475,University of Florida
5520,0.0,111.0,316,8.8,University of Florida
5521,0.0,114.0,323,8.4,University of Florida
5522,0.0,103.0,324,9.05,University of Florida
5523,0.0,104.0,312,9.350000000000001,University of Florida
5524,0.0,94.0,312,9.125,University of Florida
5525,0.0,112.0,330,8.65,University of Florida
5526,0.0,114.0,322,8.0,University of Florida
5527,0.0,99.0,322,8.875,University of Florida
5528,0.0,105.0,315,8.65,University of Florida
5529,0.0,110.0,318,8.65,University of Florida
5530,0.0,95.0,311,8.725000000000001,University of Florida
5531,0.0,105.0,316,8.725000000000001,University of Florida
5532,0.0,104.21251509054326,320,7.925,University of Florida
5533,0.0,106.0,316,7.125,University of Florida
5534,0.0,103.0,311,6.75,University of Florida
5535,0.0,8.0,300,8.4,University of Florida
5536,0.0,104.0,319,8.475,University of Florida
5537,0.0,116.0,319,7.6,University of Florida
5538,0.0,98.0,307,6.375,University of Florida
5539,0.0,106.0,323,9.200000000000001,University of Florida
5540,0.0,115.0,323,8.475,University of Florida
5541,0.0,103.0,303,6.75,University of Florida
5542,0.0,114.0,320,7.125,University of Florida
5543,0.0,115.0,316,9.350000000000001,University of Florida
5544,0.0,115.0,324,8.25,University of Florida
5545,0.0,101.0,318,8.4,University of Florida
5546,0.0,97.0,302,7.8500000000000005,University of Florida
5547,0.0,118.0,326,7.8500000000000005,University of Florida
5548,0.0,106.0,307,8.475,University of Florida
5549,0.0,104.0,318,8.875,University of Florida
5550,0.0,101.0,314,8.4,University of Florida
5551,0.0,107.0,308,6.0,University of Florida
5552,0.0,99.0,318,7.375,University of Florida
5553,0.0,115.0,325,9.75,University of Florida
5554,0.0,105.0,322,9.525,University of Florida
5555,0.0,106.0,313,7.0,University of Florida
5556,0.0,108.0,322,8.4,University of Florida
5557,0.0,104.21251509054326,303,8.25,University of Florida
5558,0.0,110.0,329,8.8,University of Florida
5559,0.0,104.21251509054326,308,7.75,University of Florida
5560,0.0,105.0,321,8.4,University of Florida
5561,0.0,106.0,318,8.875,University of Florida
5562,0.0,100.0,318,8.4,University of Florida
5563,0.0,104.21251509054326,319,7.925,University of Florida
5564,0.0,111.0,316,8.0,University of Florida
5565,0.0,108.0,313,8.4,University of Florida
5566,0.0,111.0,315,7.25,University of Florida
5567,0.0,109.0,315,8.25,University of Florida
5568,0.0,114.0,323,8.0,University of Florida
5569,0.0,114.0,319,6.875,University of Florida
5570,0.0,101.0,308,8.55,University of Florida
5571,0.0,116.0,321,8.5,University of Florida
5572,0.0,109.0,322,8.25,University of Florida
5573,0.0,110.0,311,8.95,University of Florida
5574,0.0,104.21251509054326,320,7.25,University of Florida
5575,0.0,112.0,325,8.4,University of Florida
5576,0.0,95.0,315,7.75,University of Florida
5577,0.0,115.0,326,7.925,University of Florida
5578,0.0,112.0,318,9.525,University of Florida
5579,0.0,112.0,322,7.675,University of Florida
5580,0.0,92.0,305,7.5,University of Florida
5581,0.0,96.0,313,6.0,University of Florida
5582,0.0,104.21251509054326,322,8.875,University of Florida
5583,0.0,110.0,318,8.149999999999999,University of Florida
5584,0.0,83.0,315,7.125,University of Florida
5585,0.0,101.0,314,8.149999999999999,University of Florida
5586,0.0,117.0,321,9.75,University of Florida
5587,0.0,117.0,317,8.25,University of Florida
5588,0.0,95.0,314,6.75,University of Florida
5589,0.0,104.21251509054326,311,8.875,University of Florida
5590,0.0,104.21251509054326,321,9.350000000000001,University of Florida
5591,0.0,108.0,319,8.0,University of Florida
5592,0.0,100.0,308,8.65,University of Florida
5593,0.0,113.0,319,8.25,University of Florida
5594,0.0,103.0,313,8.149999999999999,University of Florida
5595,0.0,106.0,315,8.725000000000001,University of Florida
5596,0.0,108.0,325,8.65,University of Florida
5597,0.0,95.0,313,8.25,University of Florida
5598,0.0,112.0,318,7.8500000000000005,University of Florida
5599,0.0,110.0,314,8.149999999999999,University of Florida
5600,0.0,108.0,317,8.95,University of Florida
5601,0.0,115.0,307,8.725000000000001,University of Florida
5602,0.0,108.0,325,8.95,University of Florida
5603,0.0,102.0,322,8.075,University of Florida
5604,0.0,99.0,317,8.95,University of Florida
5605,0.0,103.0,315,8.725000000000001,University of Florida
5606,0.0,105.0,302,7.0,University of Florida
5607,0.0,104.21251509054326,293,7.8500000000000005,University of Florida
5608,0.0,103.0,312,8.725000000000001,University of Florida
5609,0.0,107.0,324,8.95,University of Florida
5610,0.0,109.0,323,8.65,University of Florida
5611,0.0,115.0,327,7.925,University of Florida
5612,0.0,91.0,315,7.675,University of Florida
5613,0.0,99.0,316,8.0,University of Florida
5614,0.0,107.0,312,6.75,University of Florida
5615,0.0,111.0,323,8.8,University of Florida
5616,0.0,111.0,325,7.675,University of Florida
5617,0.0,117.0,324,9.05,University of Florida
5618,0.0,106.0,319,8.65,University of Florida
5619,0.0,97.0,318,8.725000000000001,University of Florida
5620,0.0,96.0,319,8.8,University of Florida
5621,0.0,110.0,326,6.625,University of Florida
5622,0.0,102.0,315,8.075,University of Florida
5623,0.0,116.0,315,8.55,University of Florida
5624,0.0,105.0,312,8.875,University of Florida
5625,0.0,107.0,314,8.4,University of Florida
5626,0.0,110.0,314,8.95,University of Florida
5627,0.0,104.0,315,8.075,University of Florida
5628,0.0,102.0,317,7.75,University of Florida
5629,0.0,104.0,307,6.5,University of Florida
5630,0.0,112.0,319,6.0,University of Florida
5631,0.0,112.0,314,8.65,University of Florida
5632,0.0,114.0,321,8.475,University of Florida
5633,0.0,104.21251509054326,328,8.4,University of Florida
5634,0.0,115.0,316,8.0,University of Florida
5635,0.0,93.0,322,9.05,University of Florida
5636,0.0,107.0,323,7.5,University of Florida
5637,0.0,107.0,325,8.875,University of Florida
5638,0.0,114.0,322,8.75,University of Florida
5639,0.0,107.0,329,8.0,University of Florida
5640,0.0,104.0,313,7.125,University of Florida
5641,0.0,108.0,324,8.8,University of Florida
5642,0.0,101.0,301,8.075,University of Florida
5643,0.0,93.0,317,7.925,University of Florida
5644,0.0,100.0,308,7.75,University of Florida
5645,0.0,112.0,312,7.375,University of Florida
5646,0.0,112.0,318,8.325,University of Florida
5647,0.0,108.0,309,7.6,University of Florida
5648,0.0,93.0,311,8.875,University of Florida
5649,0.0,109.0,320,8.55,University of Florida
5650,0.0,104.21251509054326,320,8.25,University of Florida
5651,0.0,99.0,317,7.0,University of Florida
5652,0.0,107.0,310,6.875,University of Florida
5653,6.0,115.0,331,8.95,University of Florida
5654,0.0,109.0,321,8.325,University of Florida
5655,0.0,92.0,306,8.149999999999999,University of Florida
5656,0.0,112.0,314,8.875,University of Florida
5657,0.0,114.0,324,8.65,University of Florida
5658,0.0,108.0,315,9.05,University of Florida
5659,0.0,100.0,313,9.350000000000001,University of Florida
5660,0.0,116.0,324,8.8,University of Florida
5661,0.0,116.0,322,8.325,University of Florida
5662,0.0,94.0,313,8.95,University of Florida
5663,0.0,108.0,321,7.675,University of Florida
5664,0.0,108.0,319,8.65,University of Florida
5665,0.0,99.0,318,8.8,University of Florida
5666,0.0,106.0,315,8.65,University of Florida
